state,year,Q1_cloud_cover.afternoon,Q2_cloud_cover.afternoon,Q3_cloud_cover.afternoon,Q4_cloud_cover.afternoon,Q1_humidity.afternoon,Q2_humidity.afternoon,Q3_humidity.afternoon,Q4_humidity.afternoon,Q1_precipitation.total,Q2_precipitation.total,Q3_precipitation.total,Q4_precipitation.total,Q1_pressure.afternoon,Q2_pressure.afternoon,Q3_pressure.afternoon,Q4_pressure.afternoon,Q1_temperature.afternoon,Q2_temperature.afternoon,Q3_temperature.afternoon,Q4_temperature.afternoon,Q1_temperature.evening,Q2_temperature.evening,Q3_temperature.evening,Q4_temperature.evening,Q1_temperature.max,Q2_temperature.max,Q3_temperature.max,Q4_temperature.max,Q1_temperature.min,Q2_temperature.min,Q3_temperature.min,Q4_temperature.min,Q1_temperature.morning,Q2_temperature.morning,Q3_temperature.morning,Q4_temperature.morning,Q1_temperature.night,Q2_temperature.night,Q3_temperature.night,Q4_temperature.night,Q1_wind.max.direction,Q2_wind.max.direction,Q3_wind.max.direction,Q4_wind.max.direction,Q1_wind.max.speed,Q2_wind.max.speed,Q3_wind.max.speed,Q4_wind.max.speed,is_future
Alabama,1990,43.882,61.48285714285714,51.025,42.76,62.658,56.11142857142857,51.00833333333333,58.14000000000001,6.534000000000001,0.6285714285714284,0.5633333333333334,0.7799999999999999,1018.2760000000001,1017.5242857142857,1016.5799999999999,1021.07,291.01,301.2371428571428,305.205,292.215,288.53000000000003,299.07714285714286,302.26666666666665,289.18833333333333,292.494,302.93142857142857,306.25166666666667,293.735,281.15,291.1542857142857,293.92333333333335,281.41,282.7,291.49285714285713,294.4866666666667,281.9016666666667,283.714,293.15285714285716,295.4016666666667,283.27666666666664,194.004,218.28714285714287,234.06500000000003,246.29333333333332,4.978,3.205714285714286,2.6083333333333334,4.071666666666666,0
Alabama,1991,66.702,52.075714285714284,63.72666666666667,54.07833333333334,61.464,52.90428571428572,63.669999999999995,54.291666666666664,4.465999999999999,1.32,3.981666666666667,3.016666666666667,1017.088,1018.04,1018.5733333333334,1021.8233333333333,283.38,301.3885714285714,302.18833333333333,290.99333333333334,282.54,300.2314285714286,299.38,287.43833333333333,285.97799999999995,302.5214285714286,303.32,291.98499999999996,278.342,290.4771428571429,293.4216666666667,280.55833333333334,280.036,290.7914285714286,293.9216666666667,281.31,283.338,292.12857142857143,294.6383333333334,282.61333333333334,248.488,243.94571428571427,125.98333333333333,141.57833333333335,5.768,2.65,2.518333333333333,3.7516666666666665,0
Alabama,1992,19.31833333333333,46.373333333333335,62.22,41.901666666666664,50.846666666666664,53.541666666666664,72.69166666666666,63.586666666666666,7.376666666666666,0.5683333333333334,6.253333333333333,2.4066666666666667,1020.7216666666667,1016.2116666666667,1017.41,1020.0666666666666,286.6166666666667,300.2716666666667,299.4316666666667,287.7716666666667,285.385,299.05,297.7083333333333,285.7816666666667,289.41333333333336,301.45,300.67833333333334,289.555,276.885,289.10833333333335,292.85833333333335,280.22499999999997,277.885,289.805,293.62,280.72166666666664,281.305,291.05833333333334,294.575,283.38166666666666,225.26833333333332,200.125,135.62666666666667,197.13166666666666,4.235,3.3699999999999997,3.528333333333333,3.9,0
Alabama,1993,59.092000000000006,76.31714285714285,26.005,81.74333333333333,63.896,52.23142857142857,48.56333333333333,54.425000000000004,8.878,3.4199999999999995,0.82,0.3016666666666667,1018.4460000000001,1013.4657142857143,1018.1333333333333,1020.225,284.986,298.48999999999995,304.02666666666664,288.13,283.83599999999996,296.07,301.99833333333333,285.5183333333334,287.36,299.67857142857144,305.5466666666667,289.77,276.23400000000004,289.28285714285715,293.35833333333335,275.26,278.32,289.81714285714287,293.4583333333333,276.81333333333333,279.392,291.15999999999997,295.70666666666665,280.42333333333335,175.99,185.12999999999997,243.69333333333336,206.22833333333332,4.892,4.428571428571429,3.313333333333333,3.3833333333333333,0
Alabama,1994,63.354,55.86285714285714,42.035,54.35333333333333,50.553999999999995,58.05714285714286,60.73833333333334,64.14,1.412,1.2985714285714285,0.6233333333333334,2.4833333333333334,1021.814,1019.4185714285715,1018.9583333333334,1019.89,281.426,298.07142857142856,302.715,289.65333333333336,280.476,296.24142857142857,300.565,287.18666666666667,283.764,299.2557142857143,303.5133333333333,290.79333333333335,272.462,288.52714285714285,292.305,280.75666666666666,273.948,289.81,292.77833333333336,281.43833333333333,275.296,291.40285714285716,293.7383333333333,282.2516666666667,225.748,231.72714285714284,167.83,111.72166666666668,4.794,3.2014285714285715,2.7133333333333334,3.8033333333333332,0
Alabama,1995,62.048,68.3442857142857,37.625,49.94833333333333,69.044,55.26714285714286,60.24166666666667,53.026666666666664,1.21,3.6457142857142855,1.1883333333333332,0.09500000000000001,1019.3399999999999,1015.5814285714285,1017.6633333333333,1019.0866666666666,285.69,299.14428571428573,303.36,288.68666666666667,285.088,296.90714285714284,302.3066666666667,285.31666666666666,287.988,300.1771428571428,305.8933333333334,289.58,278.37,288.6,294.38166666666666,278.85999999999996,279.662,289.2642857142857,294.445,280.12166666666667,281.088,290.85285714285715,296.96166666666664,280.2266666666667,295.008,205.50714285714284,146.48166666666665,233.87166666666667,3.4579999999999997,3.6885714285714286,3.016666666666667,4.273333333333333,0
Alabama,1996,70.395,67.30666666666667,58.52333333333333,68.72166666666668,70.97,64.03166666666667,74.12166666666667,61.748333333333335,4.958333333333333,2.025,4.909999999999999,0.8966666666666666,1013.7816666666668,1017.2049999999999,1017.085,1024.2549999999999,285.895,296.79,300.43,289.50500000000005,284.34,296.90333333333336,298.9166666666667,287.4066666666667,289.62833333333333,298.605,301.8283333333333,291.12166666666667,280.5466666666667,288.425,293.4216666666667,280.0466666666667,282.9683333333333,289.91333333333336,293.9816666666666,281.5416666666667,285.76,292.535,295.09166666666664,282.51,200.50333333333333,246.06833333333336,213.76666666666668,213.46333333333334,4.833333333333333,4.355,3.4233333333333333,4.035,0
Alabama,1997,35.414,52.778571428571425,62.17333333333334,87.45333333333333,51.996,60.06285714285714,69.30833333333334,70.88166666666666,0.23600000000000004,3.948571428571429,4.319999999999999,5.016666666666667,1021.452,1017.0600000000001,1015.85,1018.16,287.77799999999996,296.38428571428574,301.96666666666664,285.92,284.976,295.46571428571434,299.07666666666665,284.115,289.04200000000003,297.67857142857144,302.94666666666666,286.8933333333334,276.89,286.4628571428571,293.16833333333335,278.815,279.61400000000003,287.7,293.32666666666665,280.30333333333334,280.71000000000004,289.18285714285713,294.5083333333334,282.57166666666666,248.33800000000002,227.86428571428573,257.40333333333336,175.335,4.962,3.491428571428571,2.563333333333333,4.558333333333334,0
Alabama,1998,79.624,59.92714285714286,64.20833333333333,49.97833333333333,60.362,57.54,63.370000000000005,50.43,4.962,5.388571428571429,3.9416666666666664,5.413333333333333,1015.14,1012.53,1014.5516666666666,1022.4350000000001,284.198,300.7057142857143,303.365,291.78833333333336,283.558,299.65857142857146,302.255,288.6716666666667,286.05,301.6028571428572,304.55333333333334,292.5,277.15999999999997,290.8142857142857,294.2383333333333,279.7816666666667,277.596,291.74142857142857,294.86833333333334,280.49,279.746,293.51714285714286,296.455,281.6066666666666,169.51,257.21999999999997,161.24833333333333,142.38333333333333,6.837999999999999,4.738571428571428,3.1766666666666663,3.1283333333333334,0
Alabama,1999,77.3,56.62285714285714,35.89333333333334,23.793333333333333,53.726,65.71142857142857,59.004999999999995,59.11166666666667,1.576,5.675714285714285,0.33166666666666667,0.535,1020.466,1017.26,1016.39,1020.3583333333332,288.7,295.98,304.12333333333333,292.24666666666667,287.762,295.6485714285714,302.55333333333334,288.8233333333333,291.154,297.67857142857144,305.32666666666665,292.8983333333333,275.81399999999996,288.25,294.59,279.7633333333333,276.684,288.60714285714283,295.0183333333333,280.5416666666667,279.536,290.2528571428571,296.5883333333333,281.95,159.968,157.8657142857143,123.93333333333334,170.91166666666666,4.54,3.358571428571429,2.9783333333333335,3.2566666666666664,0
Alabama,2000,58.77333333333333,47.294999999999995,51.93166666666667,44.59833333333333,65.04,58.45166666666666,48.79,51.445,3.8466666666666662,0.7033333333333333,0.03333333333333333,0.065,1021.6983333333333,1018.63,1015.9183333333334,1021.9066666666668,289.70666666666665,297.735,303.71666666666664,289.77500000000003,288.795,297.91333333333336,302.2316666666666,286.28833333333336,291.295,299.585,305.1333333333333,291.1433333333334,279.31666666666666,288.46,292.16833333333335,278.925,280.5266666666667,288.925,292.2233333333333,279.68833333333333,282.265,290.42333333333335,294.5233333333333,281.53833333333336,194.61333333333334,151.61666666666667,167.79500000000002,158.98666666666665,4.125,3.526666666666667,3.3349999999999995,3.408333333333333,0
Alabama,2001,79.4,46.69142857142857,48.973333333333336,54.94,66.824,56.25428571428571,58.50833333333333,63.92000000000001,8.197999999999999,2.2157142857142857,1.4833333333333334,1.4249999999999998,1017.5139999999999,1017.5028571428572,1016.8650000000001,1020.6883333333334,288.31,297.96571428571434,301.95166666666665,290.0316666666667,286.62,296.4628571428571,299.49833333333333,287.56333333333333,289.326,299.69428571428574,302.76,291.37666666666667,282.952,289.28714285714284,292.955,281.015,283.548,290.01714285714286,293.27333333333337,281.63,285.23400000000004,291.2357142857143,294.53333333333336,283.18,136.102,182.10142857142858,115.19833333333332,132.12666666666667,4.302,3.7771428571428567,2.9883333333333333,4.708333333333333,0
Alabama,2002,79.84400000000001,27.34,61.58166666666667,57.093333333333334,64.608,56.794285714285714,68.52333333333333,71.47833333333334,3.9959999999999996,1.33,6.423333333333333,6.058333333333333,1019.3799999999999,1017.1528571428571,1017.035,1021.3283333333334,290.82,299.9542857142857,302.0683333333333,287.36833333333334,289.668,299.3385714285714,298.8583333333333,284.6616666666667,292.146,301.2885714285714,302.77500000000003,288.34666666666664,281.27200000000005,289.8042857142857,294.1383333333333,280.3616666666666,281.742,290.1657142857143,294.61833333333334,283.2716666666667,282.416,291.9057142857143,296.0116666666667,284.22999999999996,161.358,231.71428571428572,155.345,279.10833333333335,4.718,3.3628571428571425,3.3983333333333334,4.194999999999999,0
Alabama,2003,74.306,48.261428571428574,41.57333333333333,65.58333333333333,80.384,62.042857142857144,63.498333333333335,62.14833333333333,10.081999999999999,1.182857142857143,3.94,2.64,1013.2959999999999,1016.7214285714286,1019.5916666666667,1017.6133333333333,285.61800000000005,299.7871428571429,301.4433333333333,290.69,285.302,298.4171428571429,299.875,288.28333333333336,287.526,300.53714285714284,302.90333333333336,292.2633333333333,279.504,290.1042857142857,293.005,280.76666666666665,281.606,290.72714285714284,293.3483333333333,280.97499999999997,281.34,291.3771428571428,294.80833333333334,282.26166666666666,236.868,177.3685714285714,182.69833333333335,150.83166666666668,5.0200000000000005,4.218571428571429,3.0100000000000002,3.5549999999999997,0
Alabama,2004,46.56666666666666,68.29833333333333,52.08166666666667,47.98499999999999,62.00666666666666,63.51,56.083333333333336,63.788333333333334,2.733333333333333,5.288333333333333,0.9416666666666665,8.988333333333333,1016.395,1019.5716666666667,1015.1483333333332,1019.0266666666666,285.815,298.575,302.11333333333334,289.2966666666667,284.9766666666667,298.35333333333335,300.91833333333335,287.6816666666667,288.1666666666667,299.84166666666664,303.605,290.68,277.56333333333333,291.07166666666666,293.49333333333334,281.96999999999997,279.58,291.38,293.5133333333333,282.595,281.06166666666667,293.1666666666667,295.995,284.75,203.64666666666665,204.15499999999997,137.64333333333335,216.49,5.045,3.7083333333333335,3.75,3.8866666666666667,0
Alabama,2005,78.936,41.97714285714285,62.50666666666667,25.825,64.162,61.207142857142856,72.89166666666667,55.208333333333336,0.506,9.73857142857143,6.48,2.7433333333333336,1021.876,1016.2714285714285,1014.915,1018.09,283.87,296.40000000000003,301.20166666666665,291.75333333333333,282.18,296.7942857142857,300.18,289.40500000000003,285.212,298.2485714285714,302.74333333333334,293.3616666666667,275.296,288.6042857142857,295.17,279.865,276.544,289.4371428571429,295.43666666666667,280.2733333333333,277.962,291.6542857142857,296.495,281.4733333333333,193.264,120.29571428571428,189.25333333333333,188.80333333333337,3.5120000000000005,4.518571428571429,4.61,4.265,0
Alabama,2006,49.422000000000004,40.348571428571425,48.355,19.673333333333332,56.908,51.66428571428571,56.02333333333333,49.528333333333336,0.148,0.4942857142857143,5.4316666666666675,2.435,1018.1719999999999,1017.5728571428572,1014.7783333333333,1021.2583333333333,290.82,300.2142857142857,303.24333333333334,288.6616666666667,288.724,300.3157142857143,300.75166666666667,285.8233333333333,292.4,302.1871428571429,304.935,290.71,281.34,290.2757142857143,295.22,278.6166666666667,282.856,290.43285714285713,295.62,280.24666666666667,284.008,292.90714285714284,296.81333333333333,282.4916666666667,181.474,148.4042857142857,246.98166666666665,233.845,4.49,3.567142857142857,3.815,4.0616666666666665,0
Alabama,2007,27.894,50.09428571428572,47.751666666666665,36.876666666666665,44.556,58.49285714285714,53.56333333333333,57.72166666666667,0.26,7.804285714285714,2.2016666666666667,0.315,1021.684,1017.8414285714287,1016.2633333333333,1022.9333333333334,280.46,298.64142857142855,303.79833333333335,291.49833333333333,280.024,298.73857142857145,302.20666666666665,289.42,283.746,300.33714285714285,305.26166666666666,293.39,273.07399999999996,289.56,295.17333333333335,282.19666666666666,274.108,290.47999999999996,295.415,282.9716666666667,278.594,291.61285714285714,296.69666666666666,284.2633333333333,333.424,193.08714285714285,189.22166666666666,156.85,4.33,3.5599999999999996,2.796666666666667,3.4716666666666662,0
Alabama,2008,71.63166666666666,59.346666666666664,41.605,69.675,58.14333333333334,70.54333333333334,60.345,60.41166666666667,4.668333333333334,10.576666666666666,12.209999999999999,5.6883333333333335,1022.9433333333333,1018.7333333333332,1013.065,1019.86,286.4633333333333,295.58666666666664,302.1116666666667,288.2816666666667,286.0933333333333,296.85833333333335,301.455,286.065,289.03833333333336,298.38666666666666,304.21,290.0783333333333,278.61,288.16,293.955,280.87333333333333,279.40000000000003,288.62333333333333,294.315,283.58666666666664,280.97499999999997,290.1666666666667,295.8333333333333,284.09499999999997,187.01833333333332,207.11,225.96166666666667,202.42166666666665,4.683333333333334,3.658333333333333,4.038333333333333,4.736666666666667,0
Alabama,2009,5.716,29.96,72.20666666666666,56.6,45.582,56.785714285714285,66.875,64.50500000000001,0.0,2.367142857142857,1.8866666666666667,4.525,1026.45,1016.42,1015.8133333333334,1019.6583333333333,282.654,298.88428571428574,302.47499999999997,286.82166666666666,282.05,299.65999999999997,301.4883333333333,284.7366666666667,285.406,301.2742857142857,303.93833333333333,288.6333333333333,273.70799999999997,289.48999999999995,294.15166666666664,279.5516666666667,274.01000000000005,289.6871428571429,295.08666666666664,279.80833333333334,277.028,292.24,295.9533333333333,282.1066666666666,259.20799999999997,196.52142857142857,184.86166666666668,177.4316666666667,3.918,3.5014285714285713,3.345,3.7916666666666665,0
Alabama,2010,73.226,56.99285714285715,53.16,43.596666666666664,75.404,63.120000000000005,61.44,45.77333333333333,9.35,4.311428571428571,7.3500000000000005,2.1533333333333333,1016.36,1017.2971428571428,1015.5166666666668,1020.3766666666667,279.608,300.13,301.5366666666667,287.2833333333333,279.906,299.41285714285715,300.61,283.5083333333333,282.36199999999997,301.7642857142857,303.6116666666667,290.43333333333334,276.1,291.3228571428571,293.75333333333333,277.35166666666663,277.258,291.64142857142855,293.82166666666666,280.1266666666667,279.216,293.2485714285714,295.83666666666664,282.61999999999995,213.314,199.99714285714285,187.20166666666668,291.02000000000004,4.662,3.672857142857143,3.0216666666666665,4.173333333333333,0
Alabama,2011,74.622,51.160000000000004,47.61833333333333,90.85833333333333,50.769999999999996,48.93714285714286,57.473333333333336,71.11999999999999,0.76,1.4685714285714286,5.183333333333334,14.456666666666665,1023.4459999999999,1014.9771428571429,1014.56,1017.06,289.86,297.72285714285715,302.43833333333333,289.005,288.674,297.0157142857143,302.1166666666666,286.17833333333334,291.908,299.4114285714286,304.31166666666667,289.82,278.91999999999996,288.7042857142857,293.90000000000003,281.1716666666667,279.552,288.7942857142857,294.465,283.66,280.976,291.9742857142857,296.295,285.10999999999996,170.348,250.16285714285712,267.75333333333333,197.81333333333336,3.07,4.508571428571428,3.03,4.828333333333333,0
Alabama,2012,81.33333333333333,43.25833333333333,69.75,66.92333333333333,62.28666666666667,52.98333333333333,59.12166666666667,64.08,5.863333333333333,0.39166666666666666,1.9483333333333333,0.6966666666666667,1021.1783333333333,1016.3683333333333,1018.485,1019.4683333333332,291.92833333333334,302.24666666666667,302.4066666666667,287.185,292.6466666666667,302.80833333333334,301.81333333333333,286.0733333333333,294.605,304.5116666666667,304.36,291.34,284.0316666666667,291.62,294.12333333333333,279.65333333333336,284.3016666666667,291.87,294.38,280.325,285.9433333333333,294.22499999999997,296.28333333333336,284.49666666666667,202.85833333333335,165.265,185.51666666666665,221.72833333333332,3.845,3.0133333333333336,3.768333333333333,4.645,0
Alabama,2013,44.4,24.857142857142858,43.0,30.666666666666668,62.4,54.142857142857146,65.66666666666667,50.833333333333336,2.078,0.33285714285714285,2.686666666666666,1.7633333333333334,1018.8,1017.7142857142857,1019.3333333333334,1026.1666666666667,283.71,299.0242857142857,300.81,286.31,283.90999999999997,299.5957142857143,301.9766666666667,283.81,285.504,300.5957142857143,303.4766666666667,288.6433333333334,277.71,291.5957142857143,293.9766666666667,278.31,278.044,291.73857142857145,294.105,279.9766666666667,280.904,293.45285714285717,295.1433333333334,281.9766666666667,302.0,195.71428571428572,163.33333333333334,270.0,5.6579999999999995,4.777142857142857,3.9466666666666668,4.803333333333334,0
Alabama,2014,18.8,27.571428571428573,40.5,72.66666666666667,51.8,50.57142857142857,56.0,62.0,0.368,1.8928571428571428,3.088333333333333,7.91,1018.4,1020.4285714285714,1018.3333333333334,1022.6666666666666,283.352,295.8457142857143,300.3616666666667,289.02,283.332,298.3728571428572,301.95,286.5366666666667,288.072,298.96571428571434,302.84333333333336,291.2733333333333,274.046,286.73857142857145,292.3966666666667,281.7316666666666,274.738,287.0357142857143,292.61333333333334,283.85166666666663,279.538,288.8071428571429,294.8016666666667,285.6716666666667,227.8,201.42857142857142,255.0,270.0,5.904,4.337142857142857,4.03,5.056666666666667,0
Alabama,2015,22.6,34.714285714285715,41.0,33.833333333333336,47.0,63.714285714285715,65.5,62.0,1.346,3.498571428571428,1.7850000000000001,0.57,1024.8,1019.5714285714286,1017.3333333333334,1017.8333333333334,285.514,297.3328571428571,300.90000000000003,295.65500000000003,285.09000000000003,298.03142857142853,299.95,292.74666666666667,288.6,299.9114285714286,302.34166666666664,297.3283333333333,276.652,290.87857142857143,293.81,287.52833333333336,277.232,291.7757142857143,294.09999999999997,289.7316666666667,280.684,293.7371428571428,295.47166666666664,290.79833333333335,245.6,164.28571428571428,231.0,190.0,3.8019999999999996,5.442857142857143,4.695,4.766666666666667,0
Alabama,2016,50.166666666666664,19.0,44.5,15.833333333333334,65.5,51.166666666666664,60.666666666666664,47.0,5.55,1.985,1.0783333333333334,0.0,1014.1666666666666,1016.6666666666666,1016.1666666666666,1024.8333333333333,290.9916666666666,298.715,302.51,292.67333333333335,291.16,299.51166666666666,302.09,291.215,293.3533333333333,301.03000000000003,305.21166666666664,295.08,284.7,290.51,294.9483333333333,281.48,286.36333333333334,290.55,295.05,282.11333333333334,287.51666666666665,293.0416666666667,296.4433333333333,284.57,161.0,180.0,203.33333333333334,165.33333333333334,5.595,4.183333333333333,4.366666666666666,4.1049999999999995,0
Alabama,2017,54.4,29.714285714285715,28.166666666666668,57.833333333333336,45.4,60.285714285714285,67.83333333333333,62.0,1.8800000000000001,3.2157142857142853,1.3549999999999998,2.58,1022.2,1018.8571428571429,1016.0,1022.3333333333334,289.236,299.00428571428574,300.4816666666666,286.8383333333333,289.354,298.7,299.73,285.3866666666667,292.682,301.6557142857143,302.44666666666666,290.20666666666665,280.13,290.15857142857146,293.22499999999997,279.51500000000004,281.942,290.50142857142856,293.3533333333333,281.00333333333333,284.78200000000004,292.89,295.05333333333334,283.7683333333334,260.0,223.42857142857142,208.33333333333334,193.33333333333334,5.66,4.932857142857143,3.6266666666666665,4.216666666666667,0
